"human_symbol","rank","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","subtype"
"NPC2","Rank 1",30.9539713758785,-1.07816392050802,0.754657028787729,-1.42868068457531,0.153096031912043,0.335478001460113,"NEU_INH"
"PGD","Rank 1",8.10446582079572,-0.0304003881898985,0.349294171378984,-0.0870337688999513,0.930644670239764,0.961751383118657,"NEU_PY"
"PGD","Rank 1",62.6401272595546,-0.351011889711165,0.238644805127587,-1.47085493658034,0.141330351741236,0.287830363390258,"NEU_EXC_UPPER"
"PGD","Rank 1",63.6743584936278,-0.0269867516246384,0.258193562337258,-0.104521396197275,0.916755589563417,0.957764079738119,"NEU_EXC_LOWER"
"PGD","Rank 1",73.2501099339197,-0.140151539372214,0.180398269081544,-0.776900688048521,0.437217365288424,0.610773449700321,"NEU_INH"
"PIK3CG","Rank 1",17.3258282982209,-0.143194663983729,0.802413467291747,-0.178454960965486,0.858365689323911,0.911626475241557,"NEU_EXC_UPPER"
"PIK3CG","Rank 1",8.27751129797129,-1.11196523982676,0.708571972604426,-1.56930457711955,0.116576986311506,0.330122141471877,"NEU_EXC_LOWER"
"PIK3CG","Rank 1",1.78496352798739,-0.0446528096148074,0.951021732673571,-0.0469524597395652,0.962551117339922,NA,"NEU_INH"
"PLBD1","Rank 2",3.18087019497506,-1.02619988876195,0.784184121893214,-1.30862110072371,0.190662729696988,NA,"NEU_INH"
"PLBD1","Rank 2",5.93229535815963,-1.12874874463742,0.610818385394812,-1.84792856866584,0.0646126770393546,NA,"NEU_EXC_UPPER"
"PLBD1","Rank 2",4.63045490945873,-1.43913653865998,0.665398492883602,-2.16281905362195,0.0305550995316075,NA,"NEU_EXC_LOWER"
"PLCB2","Rank 1",14.157576464137,-0.99780296016541,0.684323826950028,-1.45808595414912,0.144816852424339,0.363763166800331,"NEU_EXC_LOWER"
"PLCB2","Rank 1",25.1132122812362,-1.22613325578592,0.595256794665805,-2.05983915979372,0.0394139195532393,0.136472736127136,"NEU_EXC_UPPER"
"PLCB2","Rank 1",7.53138649513885,-1.42870331741207,0.737523046610047,-1.93716430148043,0.0527252624877088,NA,"NEU_INH"
